work_order_id,component_number,equipment_number,component_category,comment,users,created_at,scheduled_start_date,scheduled_completion_date,started_at,estimated_hours,actual_hours,finished_at,actual_start_date,status,priority,was_planned_maintenance,did_require_shutdown,activity_type
3214541,PV1-1123-TRH0403-ENG,403,ENGINE HAULTRUCK CATERPILLAR 789C 403,CHANGE FUEL TANK VENT VALVE. (BACKLOG),37814,24-Apr-16,27-May-16,27-May-16,5/27/2016 5:00,4,4,27-May-16,27-May-16,Closed,1 - Due less than 7 days,Y,Required,RE-Replace
3216583,PV1-1123-TRH0403-DTS-DIF,403,DIFFERENTIAL DRIVETRAIN SYSTEM HAULTRUCK CATERPILLAR 789C 403,CLEANING MIRROR DIFFERENTIAL OIL AND CHECK AND INSPECTION LEVEL SWITCH.,21711,25-Apr-16,13-May-16,13-May-16,5/13/2016 10:08,0,NULL,NULL,NULL,Cancelled,3 - Due less than 30 days,Y,Required,RP-Repair
3216739,PV1-1123-TRH0403-DTS-DIF,403,DIFFERENTIAL DRIVETRAIN SYSTEM HAULTRUCK CATERPILLAR 789C 403,CLEANING MIRROR DIFFERENTIAL OIL AND CHECK AND INSPECTION LEVEL SWITCH.,21711,25-Apr-16,27-May-16,27-May-16,5/27/2016 8:00,7,7,27-May-16,27-May-16,Closed,4 - Due more than 30 days,Y,Required,RP-Repair
3233305,PV1-1123-TRH0403-ELS,403,ELECTRICAL SYSTEM HAULTRUCK CATERPILLAR 789C 403,(INSPECTORS) REPLACING SHORT LIGHTS BY YELLOW LIGHTS HOW TO IMPROVE.,19913,02-May-16,30-May-16,30-May-16,5/30/2016 15:59,2,2,30-May-16,30-May-16,Closed,1 - Due less than 7 days,N,Required,MO-Modify
3243886,PV1-1123-TRH0403,403,HAULTRUCK CATERPILLAR 789C 403,PREVENTIVE INSPECTION EVERY 250HRS,21711,05-May-16,08-Jun-16,08-Jun-16,06-08-16 10:00,2,1,08-Jun-16,08-Jun-16,Closed,3 - Due less than 30 days,Y,Required,IN-Inspection
3243909,PV1-1123-TRH0403,403,HAULTRUCK CATERPILLAR 789C 403,PREVENTIVE MAINTENANCE EVERY 500HRS,21711,05-May-16,26-May-16,27-May-16,5/26/2016 21:30,14,14,27-May-16,26-May-16,Closed,3 - Due less than 30 days,Y,Required,SR-Service
3243932,PV1-1123-TRH0403,403,HAULTRUCK CATERPILLAR 789C 403,PREVENTIVE INSPECTION EVERY 250HRS,21711,05-May-16,30-Aug-16,30-Aug-16,8/30/2016 11:17,2,NULL,NULL,NULL,Cancelled,3 - Due less than 30 days,Y,Required,IN-Inspection
3243958,PV1-1123-TRH0403,403,HAULTRUCK CATERPILLAR 789C 403,PREVENTIVE MAINTENANCE EVERY 2000HRS,21711,05-May-16,16-Sep-16,16-Sep-16,9/16/2016 1:09,3,NULL,NULL,NULL,Cancelled,3 - Due less than 30 days,Y,Required,SR-Service
3243984,PV1-1123-TRH0403,403,HAULTRUCK CATERPILLAR 789C 403,PREVENTIVE INSPECTION EVERY 250HRS,21711,05-May-16,02-Oct-16,02-Oct-16,10-02-16 16:37,2,NULL,NULL,NULL,Cancelled,3 - Due less than 30 days,Y,Required,IN-Inspection
3244010,PV1-1123-TRH0403,403,HAULTRUCK CATERPILLAR 789C 403,PREVENTIVE MAINTENANCE EVERY 500HRS,21711,05-May-16,19-Oct-16,19-Oct-16,10/19/2016 6:29,3,NULL,NULL,NULL,Cancelled,3 - Due less than 30 days,Y,Required,SR-Service
3245403,PV1-1123-TRH0403-ELS,403,ELECTRICAL SYSTEM HAULTRUCK CATERPILLAR 789C 403,MONITORING - VERIFYING AND CALIBRATING THE PAYLOAD WEIGHT MEASUREMENT SYSTEM DUE TO OUT OF RANGE PERFORMANCE ACCORDING TO WEIGHT STUDY PERFORMED WITH GROUND BALANCE - SOURCE STUDY OF WEIGHTS - SEE ATTACHMENTS,20476,06-May-16,19-Jul-16,19-Jul-16,7/19/2016 3:51,0,1,19-Jul-16,19-Jul-16,Closed,2 - Due less than 14 days,Y,Required,AD-Adjust
3247561,PV1-1123-TRH0403-ELS,403,ELECTRICAL SYSTEM HAULTRUCK CATERPILLAR 789C 403,MONITORING - PERFORM TARGET TONNAGE ADJUSTMENT TO 185 TON AND OTHER PARAMETERS ACCORDING TO THE GUIDELINES AT VIMS OF THIS TRUCK,20476,08-May-16,27-May-16,27-May-16,5/27/2016 11:00,1,1,27-May-16,27-May-16,Closed,3 - Due less than 30 days,Y,Required,AD-Adjust
3248977,PV1-1123-TRH0403-IMP-BED,403,BED IMPLEMENTS SYSTEM HAULTRUCK CATERPILLAR 789C 403,MONITORING - PERFORMING TOLER WEAR MEASUREMENT THROUGH ULTRASOUND,20476,09-May-16,31-Aug-16,31-Aug-16,8/31/2016 9:00,2,NULL,NULL,NULL,Cancelled,3 - Due less than 30 days,Y,Required,IN-Inspection
3250150,PV1-1123-TRH0403-HYS,403,HYDRAULIC SYSTEM HAULTRUCK CATERPILLAR 789C 403,MONITORING - INSPECT HOUSING OF THE CONVERTER AND COOLING OF FRONT BRAKES AND DETERMINE IF YOU HAVE A FILTER OR A SCREEN - IMMEDIATELY REPORT THE SUPERVISOR IF YOU HAVE A FILTER,20476,10-May-16,19-Jul-16,19-Jul-16,7/19/2016 9:32,1,1,19-Jul-16,19-Jul-16,Closed,3 - Due less than 30 days,Y,Required,IN-Inspection
3251351,PV1-1123-TRH0403,403,HAULTRUCK CATERPILLAR 789C 403,CHANGE OF LLANTA POS-4,38820,10-May-16,10-May-16,10-May-16,05-10-16 14:30,8,11,10-May-16,10-May-16,Closed,1 - Due less than 7 days,Y,Required,RE-Replace
3265543,PV1-1123-TRH0403-ACS,403,AIR CONDITIONING SYSTEM HAULTRUCK CATERPILLAR 789C 403,INSPECTION A / C IN INSP. 500 HRS,30796,19-May-16,26-May-16,26-May-16,5/26/2016 22:00,1,1,26-May-16,26-May-16,Closed,3 - Due less than 30 days,Y,Required,IN-Inspection
3265643,PV1-1123-TRH0403-FIRE,403,FIRE SUPRESSION SYSTEM HAULTRUCK CATERPILLAR 789C 403,AFEX FIRE SYSTEM INSPECTION (PM 500 HRS),30796,19-May-16,26-May-16,26-May-16,5/26/2016 21:00,2,1,27-May-16,27-May-16,Closed,3 - Due less than 30 days,Y,Required,IN-Inspection
3268442,PV1-1123-TRH0403-DTS-FD-RE-L,403,FINAL DRIVE REAR LEFT DRIVETRAIN SYSTEM HAULTRUCK CATERPILLAR 789C 403,REPAIR FINAL CONTROLS,21713,20-May-16,30-Jun-16,30-Jun-16,6/30/2016 8:55,2,NULL,NULL,NULL,Cancelled,2 - Due less than 14 days,Y,Required,RP-Repair
3281039,PV1-1123-TRH0403,403,HAULTRUCK CATERPILLAR 789C 403,MANUFACTURE OF HOSE IN ITCO.,37814,27-May-16,27-May-16,27-May-16,5/27/2016 20:47,2,2,27-May-16,27-May-16,Closed,1 - Due less than 7 days,N,Required,SR-Service
3281779,PV1-1123-TRH0403,403,HAULTRUCK CATERPILLAR 789C 403,REPLACE MANUAL RETARDER VALVE,37816,28-May-16,28-May-16,28-May-16,5/28/2016 14:54,2,2,28-May-16,28-May-16,Closed,1 - Due less than 7 days,N,Required,RE-Replace
3292826,PV1-1123-TRH0403-ACS,403,AIR CONDITIONING SYSTEM HAULTRUCK CATERPILLAR 789C 403,INSPECTION A / C IN PM 250 HRS,30796,02-Jun-16,08-Jun-16,08-Jun-16,06-08-16 10:00,1,1,08-Jun-16,08-Jun-16,Closed,3 - Due less than 30 days,Y,Required,IN-Inspection
3293125,PV1-1123-TRH0403-TIR,403,TIRE SYSTEM HAULTRUCK CATERPILLAR 789C 403,Change of tire pos 3. peeled in the tread.,36886,02-Jun-16,08-Jun-16,08-Jun-16,06-08-16 7:00,12,12,08-Jun-16,08-Jun-16,Closed,2 - Due less than 14 days,Y,Required,RE-Replace
3293184,PV1-1123-TRH0403-FIRE,403,FIRE SUPRESSION SYSTEM HAULTRUCK CATERPILLAR 789C 403,INSPECTION AND / OR MAINTENANCE OF THE FIRE SYSTEM,21713,02-Jun-16,08-Jun-16,08-Jun-16,06-08-16 11:00,3,3,08-Jun-16,08-Jun-16,Closed,3 - Due less than 30 days,Y,Required,IN-Inspection
3295070,PV1-1123-TRH0403-ENG,403,ENGINE HAULTRUCK CATERPILLAR 789C 403,THERMAL ENGINE DOES NOT TURN ON FALTA AIRES DE SERVICIOS,26123,03-Jun-16,03-Jun-16,03-Jun-16,06-03-16 18:52,2,1,03-Jun-16,03-Jun-16,Closed,0 - Immediate,N,Required,SR-Service
3295615,PV1-1123-TRH0403-ACS,403,AIR CONDITIONING SYSTEM HAULTRUCK CATERPILLAR 789C 403,INSTALL BELT TO THE COMPRESSOR OF AIR CONDITIONING SYSTEM A / C.,37815,04-Jun-16,04-Jun-16,04-Jun-16,06-04-16 20:03,2,2,04-Jun-16,04-Jun-16,Closed,0 - Immediate,N,Required,RP-Repair
3300034,PV1-1123-TRH0403-ACS,403,AIR CONDITIONING SYSTEM HAULTRUCK CATERPILLAR 789C 403,CHANGE A / C COMPRESSOR BELT,37470,07-Jun-16,07-Jun-16,07-Jun-16,06-07-16 9:52,4,4,07-Jun-16,07-Jun-16,Closed,1 - Due less than 7 days,N,Required,RE-Replace
3302149,PV1-1123-TRH0403-HYS,403,HYDRAULIC SYSTEM HAULTRUCK CATERPILLAR 789C 403,CORRECTION HYDROLOGICAL LEAKAGE BY LOCK UP,37470,08-Jun-16,08-Jun-16,08-Jun-16,06-08-16 14:45,2,1,08-Jun-16,08-Jun-16,Closed,1 - Due less than 7 days,N,Required,RP-Repair
3302309,PV1-1123-TRH0403-TIR,403,TIRE SYSTEM HAULTRUCK CATERPILLAR 789C 403,Change tire 3-4,37816,08-Jun-16,08-Jun-16,09-Jun-16,06-08-16 21:34,18,15,09-Jun-16,08-Jun-16,Closed,1 - Due less than 7 days,N,Required,RE-Replace
3305680,PV1-1123-TRH0403-TIR,403,TIRE SYSTEM HAULTRUCK CATERPILLAR 789C 403,POSITION 1 AND 2 ROTATION TIRES CHANGE,36886,10-Jun-16,22-Jun-16,23-Jun-16,6/22/2016 23:00,24,35,23-Jun-16,22-Jun-16,Closed,3 - Due less than 30 days,Y,Required,RE-Replace
3307723,PV1-1123-TRH0403-DTS-TC,403,TORQUE CONVERTER DRIVETRAIN SYSTEM HAULTRUCK CATERPILLAR 789C 403,CORRELATE OIL LEAKAGE BY CONVERTER HOSE.,37815,12-Jun-16,12-Jun-16,12-Jun-16,06-12-16 11:20,2,NULL,12-Jun-16,12-Jun-16,Closed,0 - Immediate,N,Required,RP-Repair
3308617,PV1-1123-TRH0403-HYS,403,HYDRAULIC SYSTEM HAULTRUCK CATERPILLAR 789C 403,CORRECTION HYDRAULIC LEAKAGE.,37814,13-Jun-16,13-Jun-16,13-Jun-16,6/13/2016 4:01,5,5,12-Jun-16,12-Jun-16,Closed,1 - Due less than 7 days,N,Required,RP-Repair
3311725,PV1-1123-TRH0403-TIR,403,TIRE SYSTEM HAULTRUCK CATERPILLAR 789C 403,RETRIEVE LLANTA POS 3,37470,14-Jun-16,14-Jun-16,14-Jun-16,6/14/2016 19:26,2,1,14-Jun-16,14-Jun-16,Closed,1 - Due less than 7 days,N,Required,AD-Adjust
3312716,PV1-1123-TRH0403,403,HAULTRUCK CATERPILLAR 789C 403,PREVENTIVE MAINTENANCE EVERY 2000HRS,21713,15-Jun-16,22-Jun-16,22-Jun-16,6/22/2016 4:00,28,14,22-Jun-16,22-Jun-16,Closed,3 - Due less than 30 days,Y,Required,SR-Service
3316925,PV1-1123-TRH0403-AIR,403,AIR SYSTEM HAULTRUCK CATERPILLAR 789C 403,CLEANING THE AIR TANK DRAIN VALVE,26123,18-Jun-16,18-Jun-16,19-Jun-16,6/18/2016 23:44,2,2,19-Jun-16,18-Jun-16,Closed,0 - Immediate,N,Required,SR-Service
3319677,PV1-1123-TRH0403-ELS-STE,403,STEREO ELECTRICAL SYSTEM HAULTRUCK CATERPILLAR 789C 403,INSTALLING THE RADIO OF MUSIC AND ACCESSORIES,19913,20-Jun-16,21-Jul-16,21-Jul-16,7/21/2016 13:31,4,NULL,NULL,NULL,Cancelled,2 - Due less than 14 days,N,Required,SR-Service
3324770,PV1-1123-TRH0403-AIR,403,AIR SYSTEM HAULTRUCK CATERPILLAR 789C 403,REPLACING SECONDARY TANK AIR DRAINAGE VALVE,37470,22-Jun-16,22-Jun-16,22-Jun-16,6/22/2016 7:17,4,4,22-Jun-16,22-Jun-16,Closed,1 - Due less than 7 days,N,Required,RE-Replace
3325442,PV1-1123-TRH0403-ELS-STE,403,STEREO ELECTRICAL SYSTEM HAULTRUCK CATERPILLAR 789C 403,INSTALLING THE RADIO OF MUSIC AND ACCESSORIES,37470,22-Jun-16,19-Jul-16,19-Jul-16,7/19/2016 16:08,4,1,19-Jul-16,19-Jul-16,Closed,2 - Due less than 14 days,N,Required,SR-Service
3329022,PV1-1123-TRH0403,403,HAULTRUCK CATERPILLAR 789C 403,Replace front right brake sensor,37816,24-Jun-16,24-Jun-16,24-Jun-16,6/24/2016 18:31,4,2,24-Jun-16,24-Jun-16,Closed,1 - Due less than 7 days,N,Required,RE-Replace
3338819,PV1-1123-TRH0403-TIR,403,TIRE SYSTEM HAULTRUCK CATERPILLAR 789C 403,Change tire 4 by separation (crop),36966,29-Jun-16,09-Jul-16,09-Jul-16,07-09-16 13:00,18,18,08-Jul-16,08-Jul-16,Closed,2 - Due less than 14 days,N,Not Required,RP-Repair
3339192,PV1-1123-TRH0403,403,HAULTRUCK CATERPILLAR 789C 403,PREVENTIVE INSPECTION EVERY 250HRS,30796,29-Jun-16,09-Jul-16,09-Jul-16,07-09-16 10:00,0,2,09-Jul-16,09-Jul-16,Closed,3 - Due less than 30 days,N,Required,IN-Inspection
3344140,PV1-1123-TRH0403-DTS-BRK-FRR,403,BRAKE RIGHT FRONT DRIVETRAIN SYSTEM HAULTRUCK CATERPILLAR 789C 403,Perform flushing right front wheel plus check for magnetic cap.,31314,02-Jul-16,19-Jul-16,19-Jul-16,7/19/2016 14:38,1,1,19-Jul-16,19-Jul-16,Closed,2 - Due less than 14 days,N,Not Required,PDM-Predictive
3344148,PV1-1123-TRH0403-DTS-FD-RE-R,403,FINAL DRIVE REAR RIGHT DRIVETRAIN SYSTEM HAULTRUCK CATERPILLAR 789C 403,Perform flushing plus magnetic plug check of the right end knob.,31314,02-Jul-16,19-Jul-16,19-Jul-16,7/19/2016 11:56,4,8,19-Jul-16,19-Jul-16,Closed,2 - Due less than 14 days,N,Not Required,PDM-Predictive
3352592,PV1-1123-TRH0403-TIR,403,TIRE SYSTEM HAULTRUCK CATERPILLAR 789C 403,RECTORQUEO DE LLANTA POS 3,36993,09-Jul-16,09-Jul-16,09-Jul-16,07-09-16 13:24,2,2,09-Jul-16,09-Jul-16,Closed,1 - Due less than 7 days,N,Required,RP-Repair
3353047,PV1-1123-TRH0403-DTS-WHL-FRR,403,WHEEL GROUP FRONT RIGHT DRIVETRAIN SYSTEM HAULTRUCK CATERPILLAR 789C 403,MAKE FLUSHING TO THE RIGHT FRONT WHEEL AND INSPECT MAGNETIC LID,40184,10-Jul-16,19-Jul-16,19-Jul-16,7/19/2016 7:45,1,1,19-Jul-16,19-Jul-16,Closed,2 - Due less than 14 days,N,Required,PDM-Predictive
3353875,PV1-1123-TRH0403-ELS,403,ELECTRICAL SYSTEM HAULTRUCK CATERPILLAR 789C 403,CHECK IN ETC CONFIGURATION OF EQUIPMENT RUN WHEN THIS IN MAXIMUM OVERLOAD MUST BE CONFIGURED SO THAT IT DOES NOT GO FROM 2D TO CONFIGURE AND ADJUST TO BE NECESSARY,37261,11-Jul-16,19-Jul-16,19-Jul-16,7/19/2016 5:03,0,NULL,19-Jul-16,19-Jul-16,Closed,3 - Due less than 30 days,N,Required,IN-Inspection
3357215,PV1-1123-TRH0403,403,HAULTRUCK CATERPILLAR 789C 403,PREVENTIVE MAINTENANCE 500 HRS CATERPILLAR 789C,30796,13-Jul-16,19-Jul-16,19-Jul-16,7/19/2016 2:00,0,56,19-Jul-16,19-Jul-16,Closed,3 - Due less than 30 days,N,Required,SR-Service
3357219,PV1-1123-TRH0403-HYS-CHOIST-R,403,CYLINDER HOIST RIGHT HYDRAULIC SYSTEM HAULTRUCK CATERPILLAR 789C 403,CONVERTER SENSOR LEAKAGE,26123,13-Jul-16,13-Jul-16,13-Jul-16,7/13/2016 8:00,4,NULL,NULL,NULL,Cancelled,0 - Immediate,N,Required,SR-Service
3357246,PV1-1123-TRH0403-ELS,403,ELECTRICAL SYSTEM HAULTRUCK CATERPILLAR 789C 403,CHANGE THE TORQUE CONVERTER SPEED SENSOR,19913,13-Jul-16,13-Jul-16,13-Jul-16,7/13/2016 8:20,1,3,13-Jul-16,13-Jul-16,Closed,0 - Immediate,N,Required,RP-Repair
3360785,PV1-1123-TRH0403,403,HAULTRUCK CATERPILLAR 789C 403,NULL,37176,15-Jul-16,16-Aug-16,16-Aug-16,NULL,NULL,NULL,NULL,NULL,Cancelled,3 - Due less than 30 days,N,Required,RE-Replace
3365483,PV1-1123-TRH0403-FRM,403,FRAME HAULTRUCK CATERPILLAR 789C 403,Replace hopper safety cable,25827,19-Jul-16,19-Jul-16,19-Jul-16,7/19/2016 12:30,3,6,19-Jul-16,19-Jul-16,Closed,2 - Due less than 14 days,Y,Required,RE-Replace
3366065,PV1-1123-TRH0403,403,HAULTRUCK CATERPILLAR 789C 403,SOLDER BASE MIRROR REAR VIEWER RIGHT PART FROM BELOW,26123,20-Jul-16,20-Jul-16,20-Jul-16,7/20/2016 1:55,2,2,20-Jul-16,20-Jul-16,Closed,0 - Immediate,N,Required,SR-Service
3367794,PV1-1123-TRH0403-DTS-BRK,403,SYSTEM BRAKE DRIVETRAIN SYSTEM HAULTRUCK CATERPILLAR 789C 403,HIGH BRAKE RACE.,26123,20-Jul-16,20-Jul-16,20-Jul-16,7/20/2016 22:07,2,2,20-Jul-16,20-Jul-16,Closed,0 - Immediate,N,Required,SR-Service
3372318,PV1-1123-TRH0403-DTS-DIF,403,DIFFERENTIAL DRIVETRAIN SYSTEM HAULTRUCK CATERPILLAR 789C 403,Perform differential oil flushing plus filter inspection. ,31314,23-Jul-16,16-Aug-16,16-Aug-16,8/16/2016 15:00,6,6,16-Aug-16,16-Aug-16,Complete,2 - Due less than 14 days,Y,Not Required,PDM-Predictive
3373686,PV1-1123-TRH0403,403,HAULTRUCK CATERPILLAR 789C 403,MUSIC RADIO ANTENNA CHANGES,40794,25-Jul-16,25-Aug-16,25-Aug-16,8/25/2016 14:22,1,NULL,02-Aug-16,02-Aug-16,Complete,3 - Due less than 30 days,N,Required,RE-Replace
3373872,PV1-1123-TRH0403,403,HAULTRUCK CATERPILLAR 789C 403,(INSPECTORS) CHANGE RADIO ANTENNA CABLE PD PART NO (398-1793),40794,25-Jul-16,28-Feb-17,13-Mar-17,2/28/2017 7:00,1,1,NULL,NULL,Cancelled,3 - Due less than 30 days,Y,Required,SR-Service
3378052,PV1-1123-TRH0403,403,HAULTRUCK CATERPILLAR 789C 403,PREVENTIVE INSPECTION EACH 250HRS CATERPILLAR 789C,30796,27-Jul-16,03-Aug-16,03-Aug-16,08-03-16 7:00,0,2,03-Aug-16,03-Aug-16,Complete,3 - Due less than 30 days,Y,Required,IN-Inspection
3379349,PV1-1123-TRH0403,403,HAULTRUCK CATERPILLAR 789C 403,ROUTE-INSP-PREVENTIVE MAINTENANCE 250 HRS CAT 789 CYD,-1,28-Jul-16,02-Aug-16,02-Aug-16,08-02-16 2:30,NULL,NULL,NULL,NULL,Cancelled,3 - Due less than 30 days,NULL,Not Required,RP-Repair
3380684,PV1-1123-TRH0403-ENG,403,ENGINE HAULTRUCK CATERPILLAR 789C 403,Correct Engine Ignition Failure.,25827,29-Jul-16,29-Jul-16,29-Jul-16,7/29/2016 19:58,4,4,29-Jul-16,29-Jul-16,Complete,1 - Due less than 7 days,N,Required,RP-Repair
3380700,PV1-1123-TRH0403-ELS,403,ELECTRICAL SYSTEM HAULTRUCK CATERPILLAR 789C 403,Battery Replacement,25827,29-Jul-16,29-Jul-16,30-Jul-16,7/29/2016 22:13,4,10,30-Jul-16,30-Jul-16,Complete,0 - Immediate,N,Required,RE-Replace
3381189,PV1-1123-TRH0403-ENG-PPF,403,PUMP FUEL ENGINE HAULTRUCK CATERPILLAR 789C 403,Install Fuel Intake Cover.,28605,30-Jul-16,30-Jul-16,30-Jul-16,7/30/2016 22:44,1,1,30-Jul-16,30-Jul-16,Complete,1 - Due less than 7 days,N,Required,RE-Replace
3384529,PV1-1123-TRH0403,403,HAULTRUCK CATERPILLAR 789C 403,CHANGE TIRES POS. 5 AND 6 BY DETERIORATION,19341,02-Aug-16,02-Aug-16,02-Aug-16,08-02-16 12:45,12,12,02-Aug-16,02-Aug-16,Complete,0 - Immediate,N,Required,RE-Replace
3388566,PV1-1123-TRH0403-TIR,403,TIRE SYSTEM HAULTRUCK CATERPILLAR 789C 403,RE-TORQUE OF THE POS 6 RIMS,36968,03-Aug-16,03-Aug-16,03-Aug-16,08-03-16 22:23,1,1,03-Aug-16,03-Aug-16,Complete,1 - Due less than 7 days,N,Required,AD-Adjust
3391475,PV1-1123-TRH0403-FIRE,403,FIRE SUPRESSION SYSTEM HAULTRUCK CATERPILLAR 789C 403,REPLACE MANUAL ACTUATOR OF NETWORK CONTRAINCENDIO OF THE LOWER PART OF THE EQUIPMENT.,25827,05-Aug-16,05-Aug-16,05-Aug-16,08-05-16 6:55,3,2,05-Aug-16,05-Aug-16,Complete,1 - Due less than 7 days,N,Required,RE-Replace
3397239,PV1-1123-TRH0403-ELS,403,ELECTRICAL SYSTEM HAULTRUCK CATERPILLAR 789C 403,CORRELATE HEARING CONTACT ON CONNECTOR THAT FEEDS THE CAB,26109,10-Aug-16,10-Aug-16,10-Aug-16,08-10-16 12:44,2,2,10-Aug-16,10-Aug-16,Complete,1 - Due less than 7 days,N,Required,RP-Repair
3397304,PV1-1123-TRH0403-DTS-BP,403,BRAKE PARK DRIVETRAIN SYSTEM HAULTRUCK CATERPILLAR 789C 403,CHANGING THE COOLING HOSE OF THE REAR BRAKES AND TRACTION CONTROL.,27046,10-Aug-16,13-Oct-16,13-Oct-16,10/13/2016 10:28,2,2,13-Oct-16,13-Oct-16,Complete,3 - Due less than 30 days,Y,Required,PDM-Predictive
3397624,PV1-1123-TRH0403,403,HAULTRUCK CATERPILLAR 789C 403,REPLACE DIFFERENTIAL PRESSURE SENSOR.,30757,11-Aug-16,11-Aug-16,11-Aug-16,08-11-16 0:55,3,3,11-Aug-16,11-Aug-16,Complete,1 - Due less than 7 days,N,Required,RE-Replace
3398071,PV1-1123-TRH0403,403,HAULTRUCK CATERPILLAR 789C 403,PREVENTIVE MAINTENANCE 1000 HRS CATERPILLAR 789C,21713,11-Aug-16,16-Aug-16,16-Aug-16,8/16/2016 2:00,0,8,16-Aug-16,16-Aug-16,Complete,3 - Due less than 30 days,Y,Required,SR-Service
3402556,PV1-1123-TRH0403-TIR,403,TIRE SYSTEM HAULTRUCK CATERPILLAR 789C 403,Change of tire pos 4 per small buck,36966,16-Aug-16,26-Aug-16,26-Aug-16,8/26/2016 7:00,18,NULL,26-Aug-16,26-Aug-16,Complete,2 - Due less than 14 days,Y,Not Required,RP-Repair
3410302,PV1-1123-TRH0403-ELS,403,ELECTRICAL SYSTEM HAULTRUCK CATERPILLAR 789C 403,REPAIR OF HORN,26123,21-Aug-16,21-Aug-16,21-Aug-16,8/21/2016 21:16,2,NULL,21-Aug-16,21-Aug-16,Complete,0 - Immediate,N,Required,RP-Repair
3410885,PV1-1123-TRH0403-DTS-TRA,403,TRANSMISSION DRIVETRAIN SYSTEM HAULTRUCK CATERPILLAR 789C 403,REPAIR PROBLEMS WITH TRANSMISSION CHANGES.,27888,22-Aug-16,22-Aug-16,22-Aug-16,8/22/2016 10:56,4,10,22-Aug-16,22-Aug-16,Complete,0 - Immediate,N,Required,RE-Replace
3412065,PV1-1123-TRH0403,403,HAULTRUCK CATERPILLAR 789C 403,PREVENTIVE INSPECTION EACH 250HRS CATERPILLAR 789C,30796,23-Aug-16,31-Aug-16,31-Aug-16,8/31/2016 7:00,4,3,31-Aug-16,31-Aug-16,Complete,3 - Due less than 30 days,N,Required,IN-Inspection
3413052,PV1-1123-TRH0403-ELS,403,ELECTRICAL SYSTEM HAULTRUCK CATERPILLAR 789C 403,TRANSMISSION DOES NOT TAKE CHANGE,26123,23-Aug-16,23-Aug-16,23-Aug-16,8/23/2016 21:29,4,8,23-Aug-16,23-Aug-16,Complete,0 - Immediate,N,Required,RE-Replace
3417716,PV1-1123-TRH0403,403,HAULTRUCK CATERPILLAR 789C 403,(INSPECTORS) REPLACE ANTENNA OF MUSIC RADIOS,21713,26-Aug-16,07-Nov-16,07-Nov-16,11-07-16 6:07,1,1,07-Nov-16,07-Nov-16,Complete,3 - Due less than 30 days,Y,Required,RE-Replace
3419794,PV1-1123-TRH0403-DTS-BRK,403,SYSTEM BRAKE DRIVETRAIN SYSTEM HAULTRUCK CATERPILLAR 789C 403,Repair rear brake adjuster for rear brake failure.,25827,28-Aug-16,28-Aug-16,28-Aug-16,8/28/2016 21:48,3,5,28-Aug-16,28-Aug-16,Complete,0 - Immediate,N,Required,RP-Repair
6002481,PV1-1123-TRH0403,403,HAULTRUCK CATERPILLAR 789C 403,PREVENTIVE MAINTENANCE 500 HRS CATERPILLAR 789C,21713,05-Sep-16,14-Sep-16,15-Sep-16,9/14/2016 16:00,1,14,15-Sep-16,14-Sep-16,Complete,3 - Due less than 30 days,Y,Required,SR-Service
6008847,PV1-1123-TRH0403-DTS,403,DRIVETRAIN SYSTEM HAULTRUCK CATERPILLAR 789C 403,CHANGE CRUCETAS PRINCIPALES.PCR03,28360,07-Sep-16,03-Apr-17,03-Apr-17,04-03-17 11:29,6,NULL,NULL,NULL,Released,5 - Shutdown,Y,Required,RE-Replace
6015772,PV1-1123-TRH0403-DTS-BRK-FRR,403,BRAKE RIGHT FRONT DRIVETRAIN SYSTEM HAULTRUCK CATERPILLAR 789C 403,"REPLACE FRONT BRAKE COOLING HOSES RH, FOR LEAK N2 (for payment purposes).",32468,11-Sep-16,31-Jan-17,31-Jan-17,1/31/2017 9:28,2,3,15-Sep-16,15-Sep-16,Complete,2 - Due less than 14 days,N,Required,PDM-Predictive
6015799,PV1-1123-TRH0403-DTS-TRA,403,TRANSMISSION DRIVETRAIN SYSTEM HAULTRUCK CATERPILLAR 789C 403,INSTALL TRANSMISSION FILTER HOSE BRACKET SCREWS.,32468,11-Sep-16,09-Feb-17,09-Feb-17,02-09-17 21:38,1,1,09-Feb-17,09-Feb-17,Complete,2 - Due less than 14 days,N,Required,PDM-Predictive
6025817,PV1-1123-TRH0403-FIRE,403,FIRE SUPRESSION SYSTEM HAULTRUCK CATERPILLAR 789C 403,Correct Fault with the AFEX System.,25827,15-Sep-16,15-Sep-16,16-Sep-16,9/15/2016 23:06,6,4,15-Sep-16,15-Sep-16,Complete,1 - Due less than 7 days,N,Required,RP-Repair
6028880,PV1-1123-TRH0403-TIR,403,TIRE SYSTEM HAULTRUCK CATERPILLAR 789C 403,CHANGE OF ALL REAR TIRES FOR RECOVERY + INSTALLATION OF TENSENSE SENSORS,20476,19-Sep-16,15-Nov-16,16-Nov-16,11/15/2016 12:00,36,NULL,16-Nov-16,15-Nov-16,Complete,3 - Due less than 30 days,Y,Required,RE-Replace
